Gene names;LFQ intensity BUL_103;LFQ intensity BUL_30;LFQ intensity BUL_40;LFQ intensity BUL_47;LFQ intensity BUL_48;LFQ intensity BUL_5;LFQ intensity BUL_82;LFQ intensity BUL_90;LFQ intensity BUL_91;LFQ intensity MUL_11;LFQ intensity MUL_12;LFQ intensity MUL_22;LFQ intensity MUL_33;LFQ intensity MUL_54;LFQ intensity MUL_61;LFQ intensity MUL_78;LFQ intensity UL_1;LFQ intensity UL_15;LFQ intensity UL_21;LFQ intensity UL_34;LFQ intensity UL_4;LFQ intensity UL_50;LFQ intensity UL_51;LFQ intensity UL_6;Razor + unique peptides;Unique peptides;Q-value;Score;Intensity;MS/MS count;Protein IDs;Majority protein IDs;Protein names;Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12
C1S;22.49116;22.41375;20.44728;21.23725;21.00436;21.67401;21.27458;21.77451;21.32092;23.26757;23.33538;24.83176;24.51316;24.50646;21.6543;24.51893;23.31382;23.43479;22.58758;21.93128;22.6352;25.01738;27.37758;24.61015;28;27;0;220.2;3108200000;225;"P09871;F8WCZ6;A0A087X232;H0Y5D1;F5H7T4;B5MCV4";"P09871;F8WCZ6;A0A087X232";"Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain";;;;;;;;;;;;
C3;30.44263;30.2923;30.47972;31.27642;30.23512;29.86155;29.11525;31.69237;31.49905;31.36609;31.96237;30.42932;31.19231;32.74202;29.38634;31.8735;31.63794;30.48587;29.67216;29.75651;30.3198;31.69934;32.84126;31.21905;188;175;0;323.31;5.6771E+11;9079;"P01024;M0QYC8;M0QXZ3;M0R0Q9;M0R1Q1;O95568";P01024;"Complement C3;Complement C3 beta chain;C3-beta-c;Complement C3 alpha chain;C3a anaphylatoxin;Acylation stimulating protein;Complement C3b alpha chain;Complement C3c alpha chain fragment 1;Complement C3dg fragment;Complement C3g fragment;Complement C3d fragment;Complement C3f fragment;Complement C3c alpha chain fragment 2";;;;;;;;;;;;
C4A;24.66871;23.67012;24.14258;23.60399;23.49948;17.63776;22.62814;26.77819;26.81189;24.90541;25.16982;23.91433;24.48591;25.71361;22.97505;24.35219;24.94855;23.06513;20.73653;24.26299;22.84581;25.62979;26.0983;23.35743;5;1;0;255.27;4432400000;158;"P0C0L4;P0C0L4-2";"P0C0L4;P0C0L4-2";"Complement C4-A;Complement C4 beta chain;Complement C4-A alpha chain;C4a anaphylatoxin;C4b-A;C4d-A;Complement C4 gamma chain";;;;;;;;;;;;
C4B;29.52227;29.12028;28.80495;30.09597;28.39689;28.04978;27.7211;30.53631;30.59049;30.02102;30.76683;29.2471;29.15393;31.22141;27.60851;30.11036;30.87562;29.52819;27.98934;28.60346;28.77881;30.60673;31.44189;30.06792;117;1;0;323.31;2.1719E+11;4083;"P0C0L5;F5GXS0";"P0C0L5;F5GXS0";"Complement C4-B;Complement C4 beta chain;Complement C4-B alpha chain;C4a anaphylatoxin;C4b-B;C4d-B;Complement C4 gamma chain";;;;;;;;;;;;
C4BPA;26.08464;23.91752;24.29137;26.04693;24.34503;26.46664;27.75494;24.08197;24.72977;27.53282;26.35079;27.93281;27.40097;29.83082;27.40023;28.08309;28.32389;25.6689;27.69922;27.78407;28.90498;28.56438;29.89326;28.59149;46;46;0;323.31;65073000000;1446;"P04003;A6PVY5;F2Z2V7;CON__Q28065";P04003;C4b-binding protein alpha chain;;;;;;;;;;;;
C4BPB;19.63855;18.07468;18.43888;20.15549;20.85453;21.58948;22.86268;18.40484;20.36399;22.82139;20.58555;22.55152;22.97339;24.75098;21.93063;22.19445;23.594;21.31534;22.3098;23.05601;23.9453;23.17495;25.02977;24.01725;8;8;0;32.482;1856200000;73;"P20851;P20851-2;Q5VVQ7";"P20851;P20851-2";C4b-binding protein beta chain;;;;;;;;;;;;
C5;25.08999;23.64845;25.12916;27.66139;26.20741;25.10398;23.89199;26.42355;25.88033;26.50514;25.88493;27.03612;26.01284;27.01903;25.32282;26.3743;27.64918;24.16684;24.05515;25.17942;25.11283;26.7252;28.27351;25.94949;92;92;0;323.31;22131000000;915;"P01031;CON__Q1A7A4";P01031;"Complement C5;Complement C5 beta chain;Complement C5 alpha chain;C5a anaphylatoxin;Complement C5 alpha chain";;;;;;;;;;;;
C6;24.39139;21.63573;23.46849;23.37756;25.16189;20.1795;22.60585;24.68475;24.50543;24.75924;25.61296;26.29439;23.9764;24.7688;22.71467;25.08578;27.26311;24.14289;23.12898;23.93769;24.23001;25.20333;27.56027;25.29639;47;47;0;323.31;9472900000;397;"P13671;C9JC72";P13671;Complement component C6;;;;;;;;;;;;
C6orf132;21.27116;19.34126;23.67756;20.3208;20.79106;19.75072;20.48581;19.11131;20.14083;24.03934;20.8836;19.97141;21.68521;22.86571;18.80429;22.84328;22.98669;18.26345;22.48876;20.97008;19.81753;21.34305;15.67892;22.7986;35;35;0;151.2;1187900000;113;"Q5T0Z8;Q5T0Z8-2;Q5T0Z8-4";Q5T0Z8;Uncharacterized protein C6orf132;;;;;;;;;;;;
C7;23.46376;23.75134;22.95853;24.22;25.4602;21.36762;22.89141;24.18026;23.74848;24.47215;25.16676;26.28618;24.48025;24.78072;23.19827;25.71644;26.95216;22.35971;23.47073;23.70451;23.88948;24.85657;27.09567;24.67206;50;42;0;323.31;10275000000;532;P10643;P10643;Complement component C7;;;;;;;;;;;;
C8A;23.15527;23.62433;22.81482;21.93937;24.79506;20.96656;21.41199;23.31645;23.2346;24.45149;25.16046;25.40324;23.71051;24.51153;21.74583;24.43345;25.60306;23.3668;22.55077;22.79356;22.57865;24.00204;25.71183;23.82871;23;23;0;296.21;5607700000;239;P07357;P07357;Complement component C8 alpha chain;;;;;;;;;;;;
C8B;23.94842;23.82065;23.82794;23.08923;25.68268;18.6593;23.07227;24.01274;23.94432;25.18257;24.95411;25.45341;24.52504;25.39428;23.12846;25.4431;26.2488;23.30828;24.68266;23.63556;23.92904;24.75852;26.8597;24.55982;36;36;0;323.31;8176400000;453;"P07358;F5GY80;F5H7G1";"P07358;F5GY80;F5H7G1";Complement component C8 beta chain;;;;;;;;;;;;
C8G;23.72151;23.6371;22.94358;22.86143;25.01044;20.15215;21.23444;23.63134;23.07863;23.85709;23.63267;24.35636;22.52671;24.64713;22.07457;24.76461;25.76405;22.42386;22.04447;21.7439;22.54163;23.69285;25.65327;23.77072;13;13;0;185.28;4849700000;193;"P07360;Q5SQ08";"P07360;Q5SQ08";Complement component C8 gamma chain;;;;;;;;;;;;
C9;25.45748;26.25895;25.42361;25.44705;27.75799;23.36506;25.27845;26.45872;26.17832;26.39244;26.7991;27.17484;26.89481;26.94782;25.59761;27.41941;28.54495;26.20109;27.1454;24.96433;26.76585;26.53681;28.62062;27.60583;39;38;0;323.31;35715000000;783;"P02748;CON__Q3MHN2";P02748;"Complement component C9;Complement component C9a;Complement component C9b";;;;;;;;;;;;
CA1;24.15112;25.2242;23.18379;27.81329;21.78033;26.98848;24.40555;24.15491;22.24342;23.1328;24.98919;26.45279;25.22063;24.89601;26.85567;24.58898;19.85855;18.4662;23.58199;20.81425;25.01137;23.73397;19.82374;26.00567;20;20;0;323.31;14247000000;379;"P00915;E5RHP7;E5RH81;E5RIF9;E5RG43;E5RFL2;E5RGU8;E5RFE7;E5RII2;H0YBE2;E5RG81;E5RJI8;E5RJF6;E5RHS7";"P00915;E5RHP7;E5RH81;E5RIF9;E5RG43;E5RFL2;E5RGU8;E5RFE7";Carbonic anhydrase 1;;;;;;;;;;;;
CA2;20.92984;22.67579;23.5047;19.68992;19.54732;27.57644;24.29116;20.54198;18.70577;21.82081;22.86233;25.75024;22.95672;22.97928;25.63931;22.06779;20.81886;20.3273;24.22022;19.31166;24.42969;22.27489;16.98483;23.65338;16;16;0;295.91;3153300000;117;"P00918;E5RID5;E5RK37";P00918;Carbonic anhydrase 2;;;;;;;;;;;;
CAB39;23.64384;20.48905;26.80144;24.68046;24.42739;24.76213;24.26155;22.87901;23.98859;26.57831;23.62567;22.48957;24.04752;24.20807;21.61688;26.4205;25.56454;20.16411;23.635;24.07969;21.24818;24.33919;18.24734;22.16855;31;28;0;323.31;7808700000;307;"Q9Y376;A0A087X0K1";"Q9Y376;A0A087X0K1";Calcium-binding protein 39;;;;;;;;;;;;
CACNA2D1;21.36874;20.56691;18.9318;19.91956;23.20679;18.98956;24.72562;20.34798;19.63832;21.0254;18.94975;20.65009;18.93615;18.86124;19.91544;18.2764;24.3674;16.32466;17.71498;20.71179;20.42419;22.26302;20.65569;18.28532;37;36;0;125.18;1388400000;100;"P54289;P54289-4;P54289-5;P54289-3;P54289-2;E7ERK3;H0Y715";"P54289;P54289-4;P54289-5;P54289-3;P54289-2";"Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1";;;;;;;;;;;;
CACYBP;23.20595;22.28946;22.60313;20.58884;22.2214;21.81037;22.14495;22.51821;22.60632;20.84261;21.56644;20.51258;21.28467;21.23234;21.10418;22.53787;21.31661;22.57891;21.94653;22.27301;21.4892;20.72667;17.42238;22.91483;16;16;0;97.91;1384400000;80;"Q9HB71;Q9HB71-3;B2ZWH1;Q9HB71-2";"Q9HB71;Q9HB71-3";Calcyclin-binding protein;;;;;;;;;;;;
CAD;24.57773;22.11946;22.45428;18.41518;23.1866;21.46349;25.66934;22.5898;23.8944;21.22447;21.38501;22.82083;22.18674;21.85316;24.57039;21.54642;19.81888;22.57512;22.71119;26.23606;22.65178;19.21065;18.91267;22.55021;75;75;0;323.31;4381000000;316;"P27708;F8VPD4;H7C2E4;H7C3Z5;H7BZB3;P31327;P31327-2;P31327-3";"P27708;F8VPD4";"CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase";;;;;;;;;;;;
CALD1;23.72733;23.42765;21.79198;17.25982;24.28694;19.14544;20.69481;24.5386;22.76505;21.60254;19.58051;20.46094;21.08648;21.65342;18.83886;18.59972;23.76142;18.55393;20.28303;21.64795;20.93229;22.27247;15.76986;22.01601;29;28;0;139.88;1416300000;113;"Q05682-5;Q05682-3;Q05682-4;E9PGZ1;E7EX44;Q05682;Q05682-6;Q05682-2;C9J813;C9JEK3;C9JE79;F8WE61;REV__H0YH95;REV__H0YEF9;REV__E9PJZ7;REV__Q13136-2;REV__Q13136";"Q05682-5;Q05682-3;Q05682-4;E9PGZ1;E7EX44;Q05682;Q05682-6;Q05682-2;C9J813";Caldesmon;;;;;;;;;;;;
"CALM1;CALM2";24.61958;23.50312;24.28348;23.89948;24.76926;25.51944;25.04085;25.41999;24.53035;27.59648;25.00603;21.86499;25.48708;22.59373;20.84015;24.36693;24.13837;18.70113;21.93193;25.59705;22.28461;23.96781;22.96183;18.78382;10;10;0;323.31;6199600000;138;"P62158;H0Y7A7;E7ETZ0;E7EMB3;G3V361;Q96HY3;G3V226;F8WBR5;M0QZ52;G3V479";"P62158;H0Y7A7;E7ETZ0;E7EMB3;G3V361;Q96HY3";Calmodulin;;;;;;;;;;;;
CALR;25.04072;23.82862;22.34302;25.24442;24.58044;24.51827;26.18796;24.20187;23.54286;23.88082;22.52473;24.61223;23.045;24.31679;22.78403;23.88344;25.60334;24.07047;25.79867;24.71717;26.19787;24.78686;23.7416;24.93287;22;22;0;323.31;9149000000;379;"P27797;K7EJB9;K7EL50";"P27797;K7EJB9";Calreticulin;;;;;;;;;;;;
CALU;23.42829;24.01214;19.44218;20.90228;22.92651;19.29513;23.9376;21.97207;22.6348;18.90345;18.29154;19.71699;17.74215;21.21193;19.01484;19.32617;22.35719;21.17139;21.74903;22.0492;24.39852;20.80025;17.77921;22.54741;9;2;0;133.85;1895300000;74;"O43852;O43852-3;O43852-5;O43852-15;H0Y875;O43852-6;O43852-13;O43852-14;O43852-9;O43852-11;O43852-10;O43852-12";"O43852;O43852-3;O43852-5;O43852-15;H0Y875;O43852-6";Calumenin;;;;;;;;;;;;
CAMK2D;22.71196;22.19587;21.86212;20.46254;22.86155;21.75719;22.74409;22.03718;22.0557;21.46254;18.44773;21.54;22.15044;21.25742;23.63755;21.32158;21.44592;21.28704;21.61194;24.26921;22.11461;20.10162;16.50158;20.5956;20;15;0;159.06;1788200000;109;"Q13557;Q13557-8;D6R938;Q13557-10;Q13557-6;Q13557-11;E9PBG7;E9PF82;Q13557-12;Q13557-3;Q13557-9;Q13557-5;Q13557-4;H0Y9C2;H0Y9J2;Q9UQM7;Q9UQM7-2;E9PBE8;E7EQE4;D6RHX9;D6RFJ0;E7ERS6;E7ETC9";"Q13557;Q13557-8;D6R938;Q13557-10;Q13557-6;Q13557-11;E9PBG7;E9PF82;Q13557-12;Q13557-3;Q13557-9;Q13557-5;Q13557-4";Calcium/calmodulin-dependent protein kinase type II subunit delta;;;;;;;;;;;;
CAMP;20.48463;17.26188;21.40442;30.3227;19.40422;26.36855;22.40743;19.33932;16.93992;22.29033;24.17058;23.44152;21.46024;20.96346;19.06597;17.55652;23.70039;24.97937;24.78392;25.52486;21.6611;20.22093;23.308;23.64086;13;13;0;147.25;21690000000;117;"P49913;J3KNB4";"P49913;J3KNB4";"Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37";;;;;;;;;;;;
CAND1;25.47853;25.93033;25.01814;22.92111;25.09619;24.09491;26.0519;25.03347;25.09989;25.12766;24.20396;27.44118;26.18168;24.70414;28.10325;24.76552;24.55935;22.61011;23.61594;24.40119;25.8452;22.60542;21.65862;23.11377;74;74;0;323.31;17805000000;586;"Q86VP6;Q86VP6-2;A0A0C4DGH5;H0YH27;Q86VP6-3;O75155;O75155-2;F5H6I6;F8WBB8";"Q86VP6;Q86VP6-2;A0A0C4DGH5";Cullin-associated NEDD8-dissociated protein 1;;;;;;;;;;;;
CANX;28.48673;24.69376;26.06227;24.87037;27.39869;26.01293;25.97622;27.12218;26.93382;25.33862;24.64262;25.22461;24.33572;25.90903;23.13214;25.2513;25.89742;25.22317;24.2018;26.4328;27.49762;25.44679;23.56918;25.86257;47;47;0;323.31;27901000000;716;"P27824;P27824-2;P27824-3;H0Y9Q7;D6RGY2;D6RDP7;D6RB85;D6RAU8;D6RFL1;H0Y9H1;D6RAQ8;D6RHJ3;D6RD16;O14967";"P27824;P27824-2;P27824-3";Calnexin;;;;;;;;;;;;
CAP1;25.28288;25.62084;24.87131;25.35256;24.83509;26.95593;25.1139;25.12786;24.9736;25.53199;26.5475;24.41725;25.62756;24.65125;24.38956;24.27732;25.65584;25.67225;25.67788;25.34099;24.81617;25.20027;23.65938;24.82197;39;38;0;323.31;10172000000;492;"Q01518;Q01518-2;Q5T0R1;Q5T0R7;Q5T0R6;Q5T0R5;Q5T0R4;Q5T0R3;Q5T0R2;Q5T0R9;Q5T0S3;Q5T0R8";"Q01518;Q01518-2";Adenylyl cyclase-associated protein 1;;;;;;;;;;;;
CAPG;24.0694;23.49582;24.04543;24.88837;24.97456;24.98767;23.57138;22.39731;24.31783;25.28288;24.49948;24.28334;25.83485;23.68207;24.96886;23.66362;24.14779;25.63614;24.33381;24.22509;22.13828;22.9916;23.0855;23.67853;19;19;0;323.31;6379500000;351;"P40121;P40121-2;E7ENU9;B8ZZL6;H7C0X8";"P40121;P40121-2;E7ENU9";Macrophage-capping protein;;;;;;;;;;;;
CAPN1;25.77518;25.38281;26.22026;27.06353;26.29625;25.6499;25.95149;25.12064;25.4964;25.97544;25.44957;29.08403;28.40568;25.66576;28.58689;25.37498;25.47209;24.6319;26.27151;26.37614;26.13895;25.15788;24.44196;26.60541;58;58;0;323.31;39117000000;1124;"P07384;E9PRM1;E9PJJ3;E9PLC9;E9PMC6;E9PJA6;E9PSA6;E9PQB3;E9PLX0;E9PIA9;E9PL37";P07384;Calpain-1 catalytic subunit;;;;;;;;;;;;
CAPN2;24.14833;24.5844;24.33702;22.72442;24.95172;22.16276;25.50873;23.35917;24.43435;23.85975;24.13085;25.98368;25.82571;23.25319;25.96027;24.09088;24.99908;24.42547;23.77706;26.01167;24.33831;24.10749;21.88751;24.653;39;39;0;323.31;10125000000;470;"P17655;P17655-2;C9JWY7";"P17655;P17655-2";Calpain-2 catalytic subunit;;;;;;;;;;;;
CAPN5;22.9065;17.30538;23.33252;21.67569;23.40847;17.76564;23.29782;21.75719;21.22229;23.40432;21.5787;22.87781;22.60781;22.46551;21.50295;25.60744;22.63956;17.82947;20.98357;23.27056;23.14409;20.3368;17.8977;21.522;30;30;0;148.71;3363300000;150;"O15484;A0A087X0C8;E7EV01;K7EP62;E9PS73";"O15484;A0A087X0C8;E7EV01";Calpain-5;;;;;;;;;;;;
CAPN7;20.26224;20.91094;24.51027;21.06914;22.73983;18.76894;21.91605;18.39695;18.69101;24.80346;19.77085;20.40831;21.14973;20.01223;20.81831;21.72226;18.68456;18.02052;18.9316;20.53526;20.15329;19.45527;16.05926;19.31467;30;30;0;51.979;1228400000;81;"Q9Y6W3;H7C1B7;F8WCZ1;F8WDQ3;H7C0F1";Q9Y6W3;Calpain-7;;;;;;;;;;;;
CAPNS1;25.6903;26.2023;26.0436;24.53694;26.15944;25.78169;25.31993;24.58743;25.37815;25.56587;25.48102;28.63194;28.27644;25.4085;27.16883;24.93912;25.31797;24.77821;25.13692;27.22711;25.659;25.4431;24.57283;25.58133;16;14;0;323.31;24662000000;334;"P04632;A0A0C4DGQ5;A0A075B7C0;K7ELJ7;U3KQE2;K7EIV0;K7EKD8;K7EM73;U3KPR7;K7ES78;K7EMQ1";"P04632;A0A0C4DGQ5;A0A075B7C0;K7ELJ7;U3KQE2;K7EIV0;K7EKD8;K7EM73;U3KPR7";Calpain small subunit 1;;;;;;;;;;;;
CAPS;25.88274;26.38288;27.22122;23.90912;25.28019;21.11534;25.67417;25.42108;26.5461;26.50808;27.19854;22.38624;24.68886;27.03297;21.87065;26.86432;21.58779;25.07936;25.14266;24.17074;26.34216;24.81201;16.77925;26.42373;17;17;0;252.87;16123000000;409;"Q13938;K7EL21;K7ES72;Q13938-3;A0A0X1KG78";"Q13938;K7EL21;K7ES72;Q13938-3;A0A0X1KG78";Calcyphosin;;;;;;;;;;;;
CAPZA1;24.58084;23.45839;24.90844;25.32629;24.00967;23.98425;25.13069;24.5977;24.8768;24.49454;23.23577;24.13508;25.03507;23.89846;23.5322;24.01878;25.10629;23.86391;24.35151;24.15376;24.24634;23.26198;21.94332;23.92143;22;18;0;323.31;7274500000;296;P52907;P52907;F-actin-capping protein subunit alpha-1;;;;;;;;;;;;
CAPZA2;24.09144;23.53386;24.56069;23.14669;23.83509;22.70381;24.36606;24.8692;25.09836;24.15244;22.94254;23.78816;23.50579;23.83161;24.35589;24.49045;24.26205;22.75493;22.85552;22.9304;22.83277;22.9473;21.30078;23.21934;18;18;0;323.31;4225800000;221;"P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2;F8WED3";"P47755;F8W9N7;A0A0D9SET8;C9JUG7;P47755-2";F-actin-capping protein subunit alpha-2;;;;;;;;;;;;
CAPZB;24.99326;24.74494;25.87998;26.74394;24.86863;24.68801;24.85937;24.75139;24.85875;25.63622;25.0694;25.65821;25.77952;25.07447;24.70878;25.06669;26.17284;24.60337;25.09491;25.28086;25.03498;25.04373;23.75369;25.05792;31;31;0;323.31;11894000000;516;"P47756-2;B1AK87;B1AK88;P47756;B1AK85";"P47756-2;B1AK87;B1AK88;P47756;B1AK85";F-actin-capping protein subunit beta;;;;;;;;;;;;
CARHSP1;21.69502;18.2085;20.54717;17.77026;21.40213;19.28984;20.78317;19.19614;20.70582;21.25609;20.53744;22.20045;20.76862;20.27344;23.53825;20.60946;20.51989;18.66287;20.90705;19.34551;19.07339;20.27526;15.5911;20.35693;6;6;0;20.841;729810000;28;"Q9Y2V2;H3BSW7;H3BUY4;H3BPY5;H3BNU9;H3BTK3;I3L3X8";"Q9Y2V2;H3BSW7;H3BUY4;H3BPY5;H3BNU9;H3BTK3;I3L3X8";Calcium-regulated heat stable protein 1;;;;;;;;;;;;
CARKD;23.7168;19.71939;21.96081;18.81473;22.91869;18.16088;20.76967;23.23844;22.43891;21.32723;20.39906;25.18067;23.44506;22.04547;24.9631;19.92231;20.71289;22.17301;20.89023;22.08284;21.69328;19.91108;19.50121;20.72601;15;13;0;133.51;2290000000;127;"Q8IW45;Q8IW45-2;Q8IW45-4";"Q8IW45;Q8IW45-2;Q8IW45-4";ATP-dependent (S)-NAD(P)H-hydrate dehydratase;;;;;;;;;;;;
CASK;24.00076;18.98323;21.56532;20.73124;24.35084;20.67142;25.42188;23.9526;22.69432;21.3068;20.21466;22.73196;23.25181;21.69528;22.22473;22.01168;21.09359;20.60657;18.00706;21.82034;23.47222;21.13996;18.80382;21.87185;46;46;0;161.41;2692800000;172;"O14936-3;O14936;O14936-4;O14936-6;O14936-2;Q5JS72;O14936-5;Q5JS74;Q5JS79";"O14936-3;O14936;O14936-4;O14936-6;O14936-2;Q5JS72;O14936-5;Q5JS74";Peripheral plasma membrane protein CASK;;;;;;;;;;;;
CASP1;20.49658;19.50234;20.72351;19.72049;20.96698;21.42152;19.98663;20.26339;20.82687;20.00963;19.82605;21.61997;22.19409;19.56887;21.91674;19.6926;21.08544;21.90995;20.13508;19.98384;19.3272;19.3892;19.53304;20.01427;16;14;0;26.463;474800000;46;"P29466;G3V169;P29466-2;P29466-3;P29466-4;B4DVD8;H0YEC7;P29466-5;Q5FBZ0";"P29466;G3V169;P29466-2;P29466-3;P29466-4;B4DVD8;H0YEC7";"Caspase-1;Caspase-1 subunit p20;Caspase-1 subunit p10;Caspase";;;;;;;;;;;;
CAST;23.19599;23.59355;20.86136;20.61081;22.79033;19.17826;22.81437;21.63223;22.42129;20.74279;17.4888;27.17883;26.42113;22.65434;25.84213;18.93359;21.7177;20.99058;24.71104;23.62868;21.6127;20.645;19.7156;24.59781;41;0;0;323.31;6585800000;324;"P20810-10;P20810-6;P20810-9;P20810-7;A0A0C4DGB5;P20810;B7Z574;P20810-8;P20810-4;E9PDE4;E7ES10;H0Y7F0;E7EQA0;A0A0C4DGD1;H0YA91;E9PSG1;H0Y944;E7EN75;D6RGF7;D6RBR1";"P20810-10;P20810-6;P20810-9;P20810-7;A0A0C4DGB5;P20810;B7Z574;P20810-8;P20810-4;E9PDE4;E7ES10;H0Y7F0;E7EQA0";Calpastatin;;;;;;;;;;;;
CAT;23.70978;22.11594;23.07914;25.99701;23.18282;24.9955;24.13156;22.75265;22.20929;23.58944;24.25602;25.76304;24.30619;24.68239;25.43014;24.53326;23.7123;23.47457;23.49228;23.95358;25.52438;22.60519;20.07483;23.47234;36;36;0;323.31;6728400000;284;P04040;P04040;Catalase;;;;;;;;;;;;
CAV1;23.63079;20.00388;22.7985;20.13984;23.97044;21.00956;22.78245;23.60071;21.50295;20.98252;17.39503;22.72609;21.41967;21.8418;19.80027;21.0868;23.37345;20.30101;20.746;20.77764;24.1187;22.81157;17.78725;22.83047;7;4;0;145.47;1886400000;43;"Q03135;E9PCT5;P56539";"Q03135;E9PCT5";"Caveolin-1;Caveolin";;;;;;;;;;;;
CBR1;25.16296;25.85783;25.34716;23.23333;24.88208;24.13093;24.56837;25.17097;25.06122;25.02842;26.16095;22.98591;25.83569;24.48339;26.10165;24.72593;23.95846;23.70925;25.3319;23.39846;24.7382;22.82987;18.10206;23.81323;20;17;0;323.31;8466400000;417;"P16152;E9PQ63;A8MTM1;P16152-2";"P16152;E9PQ63;A8MTM1;P16152-2";Carbonyl reductase [NADPH] 1;;;;;;;;;;;;
CCDC6;21.93686;21.37093;21.35869;18.49872;21.64939;21.00765;21.80581;21.79412;21.08745;21.46094;20.91998;21.7243;21.66323;21.48267;21.68265;20.36624;20.61288;22.19084;22.21374;23.4837;20.62596;19.7388;15.45397;22.53443;20;20;0;102.94;953170000;85;Q16204;Q16204;Coiled-coil domain-containing protein 6;;;;;;;;;;;;
CCNY;21.21786;19.02809;23.36105;22.23029;20.89888;21.5553;23.51352;20.75858;21.67332;22.40447;15.6289;20.44465;20.46931;21.65272;21.24063;22.91512;22.32421;17.59983;19.0702;20.51432;20.97946;20.37719;20.045;18.67095;10;8;0;49.186;1460700000;57;"Q8ND76;Q8ND76-3;Q8ND76-2;R4GNF3;R4GN48";"Q8ND76;Q8ND76-3;Q8ND76-2";Cyclin-Y;;;;;;;;;;;;
CCS;20.94113;20.52449;20.45882;18.5253;19.54013;21.54802;20.45523;20.20335;20.16214;20.16079;20.46643;20.61369;19.58445;20.53697;20.98273;19.26778;20.2181;17.85082;19.82569;21.24452;20.09841;18.91103;15.8271;19.18406;8;8;0;15.025;337150000;35;"O14618;J3KNF4;E9PP76;E9PK03";"O14618;J3KNF4;E9PP76";"Copper chaperone for superoxide dismutase;Superoxide dismutase [Cu-Zn]";;;;;;;;;;;;
CCT2;26.20051;24.23623;24.96362;21.06776;25.438;21.50998;25.61361;25.47296;25.48296;24.42246;24.56407;26.53728;26.14635;25.0203;26.67425;24.35629;23.91889;26.53834;24.12416;24.82542;26.11864;23.97439;21.98398;25.72481;47;47;0;323.31;13628000000;511;"P78371;P78371-2;F5GWF6;F8VQ14";"P78371;P78371-2;F5GWF6;F8VQ14";T-complex protein 1 subunit beta;;;;;;;;;;;;
CCT3;25.98348;23.5285;24.75124;18.9764;25.2426;22.78666;26.0936;24.94024;25.68295;23.65447;23.565;25.81022;25.38561;24.61986;27.99798;24.36713;23.85481;25.71586;23.38982;24.58233;25.93656;23.05058;21.89652;24.76532;43;43;0;323.31;15909000000;550;"P49368;P49368-2;B4DUR8;E9PRC8;Q5SZX6;E9PQ35;Q5SZW8;E9PM09;Q5SZX9";"P49368;P49368-2;B4DUR8";T-complex protein 1 subunit gamma;;;;;;;;;;;;
CCT4;25.61698;23.67691;24.7024;22.01584;24.76284;22.76278;25.03641;24.60315;25.30779;23.97684;24.39192;26.98934;25.8347;24.69663;27.44356;24.19302;23.41506;25.87584;23.96781;24.32485;25.86543;23.20349;21.79086;24.29761;38;38;0;323.31;12949000000;414;"P50991;P50991-2";"P50991;P50991-2";T-complex protein 1 subunit delta;;;;;;;;;;;;
CCT5;25.60654;23.08539;24.35535;21.8659;24.91543;22.82571;25.02196;24.65004;25.01218;23.71324;23.91534;26.84745;25.82539;24.86018;27.85941;24.01869;24.2451;26.00234;24.19227;24.77339;25.86717;21.96367;20.51797;24.4724;42;42;0;323.31;14588000000;452;"P48643;B7ZAR1;E9PCA1;E7ENZ3;P48643-2;D6RIZ7;H0Y914";"P48643;B7ZAR1;E9PCA1;E7ENZ3;P48643-2";T-complex protein 1 subunit epsilon;;;;;;;;;;;;
CCT6A;25.88542;24.05482;24.83388;20.96937;24.90343;23.72151;24.40983;24.33176;25.07492;23.9566;24.67072;26.26665;25.59517;24.55573;27.11734;23.66481;23.32059;25.97305;24.36346;24.92393;26.02481;23.5552;21.89589;24.81739;35;29;0;323.31;12237000000;385;"P40227;P40227-2;J3KRI6";"P40227;P40227-2";T-complex protein 1 subunit zeta;;;;;;;;;;;;
CCT7;25.04281;23.67174;24.30633;21.80282;24.42458;23.72588;24.37378;24.3432;24.76289;23.851;23.97736;26.01223;25.21056;24.3534;26.52624;23.47035;23.42085;25.39581;23.79561;24.47599;25.67793;23.15582;21.55572;24.36139;37;37;0;323.31;8198700000;388;"Q99832;Q99832-3;Q99832-4;Q99832-2;F8WAM2;F8WBP8;A0A0D9SG95";"Q99832;Q99832-3;Q99832-4;Q99832-2";T-complex protein 1 subunit eta;;;;;;;;;;;;
